image_filepath,social-media-channel
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_StRagn/aqua-blueberry13/photos/2025-01-31T08-52-05_image_picker_DB0ED44F-CD23-4089-9291-E4CE44BEE4DA-777-0000000D4F8B7C1F.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_2PAFG/pink-iguana55/photos/2025-02-25T21-29-15_image_picker_F3F19BBF-937D-4E46-A39D-E24D9F54E7B6-74861-00000BAB3EF70BE1.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_akalla1/red-chicken89/photos/2025-02-03T12-43-41_scaled_1000004274.jpg,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_2akalla/lime-orange74/photos/2025-02-14T21-49-22_image_picker_76CBB4A5-623D-4B98-B816-A86DAEBF84F5-562-0000004157B21A89.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/brown-snake30/photos/2025-02-20T09-53-24_image_picker_B1BF22C3-775A-47A6-937F-C3903E8D990E-7770-0000062A1B4E922B.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/brown-snake30/photos/2025-02-17T20-00-01_image_picker_588BC381-586A-4E7B-8BF5-57A29B601A27-3937-0000032959C80711.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-02-26T20-00-15_image_picker_3D04CB13-7B92-4DAD-8EBC-1F2D92DD8D21-14743-00000DB66F293F3D.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/silver-mango29/photos/2025-03-01T10-29-45_image_picker_CE4C9F2F-8EE0-4A1E-B079-0697159FF9D5-18126-0000040CC5E79599.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/silver-mango29/photos/2025-03-07T20-15-23_image_picker_008BBF2D-D2B4-43FB-A62B-92548342433E-80896-00000DFF8FC3480C.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_StRagn/red-bee65/photos/2025-01-28T13-18-58_image_picker_C15E4298-6BD7-412D-805B-BC4F16351B19-11191-000009692CADD974.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/brown-breadfruit27/photos/2025-02-21T10-32-42_image_picker_20575137-AFC9-4343-A44A-34CA45E992F2-5657-0000051B7C9BF4E7.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/red-loquat65/photos/2025-03-02T20-03-59_image_picker_F140368C-644D-47C2-A457-BDB3B3FEC7D7-51561-000019D70B41BA11.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/gray-giraffe54/photos/2025-03-04T20-17-29_image_picker_C1B226C7-8832-4662-8A15-99C536859C08-1527-0000002DA671D016.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-23T14-02-42_image_picker_EE33CC99-B250-4757-98D3-EA189CA36929-50389-0000338781DDE0DD.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/silver-banana85/photos/2025-03-03T20-02-41_image_picker_4EF1E2F5-7EC9-4279-8EF9-0281FF1A4F94-591-000000487CA68213.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_StRagn/aqua-blueberry13/photos/2025-02-07T22-41-36_image_picker_538BED25-EEC7-42F1-A485-0C97C8198D20-17463-00000554C7C0A198.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/brown-snake30/photos/2025-02-24T23-31-02_image_picker_58E4B817-4741-452C-9748-0C38EAA535D8-18432-00000D0315130518.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/brown-snake30/photos/2025-02-15T10-04-58_image_picker_19F5CF54-6CE0-4DED-AD73-8298CA235491-930-0000006E754D48ED.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/gray-giraffe54/photos/2025-03-07T16-01-31_image_picker_7060169A-7141-4369-BB19-B26DCC7CCCE5-22372-0000039FDE9422F9.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/brown-snake30/photos/2025-02-27T07-33-18_image_picker_C14DE4C7-A656-4F52-95B4-590210CC2A8F-474-000002AE31756C31.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_StRagn/aqua-blueberry13/photos/2025-01-28T18-09-30_image_picker_CE0C3371-4A7D-4C39-8CBB-843532C8E703-9293-000002E626BA75EB.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/white-grape44/photos/2025-03-01T17-26-29_image_picker_DF192861-3B80-415D-B9BF-D4B8FB22BEFC-94914-00001DDC126388FF.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_StRagn/yellow-watermelon25/photos/2025-01-28T13-19-47_image_picker_4F332EAA-ED86-428E-9D79-B07A10A43A0D-51039-00001D239AFDA717.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-19T21-29-01_image_picker_135C84EA-C9B5-45FD-A6B2-782D85E06B6D-34492-000030D68F5D46DB.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-27T14-00-36_image_picker_5343AEFA-A079-42E0-926B-9F2DA485CA4C-72250-000036FE2041A0D0.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/silver-mango29/photos/2025-03-07T10-30-47_image_picker_B4E0B71E-7537-475B-95CF-BD83E14C187C-73848-00000D6DC9DCD5C5.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/pink-avocado19/photos/2025-02-24T06-03-41_image_picker_AAC9DDFF-80AE-4DEC-B566-741CDE8888B1-18861-000005B879051EE3.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/brown-snake30/photos/2025-02-16T13-55-45_image_picker_75AAF673-DC8E-4EF2-8795-05C622EBA33F-930-000001CFDE5E7C24.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-17T21-26-54_image_picker_4B6122FF-B64D-4A40-8833-D047F718A158-22202-00002EC4724D9F4C.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/gray-giraffe54/photos/2025-03-01T13-06-27_image_picker_E24A97E2-DFED-4AB8-A4DE-AE16A119899C-78927-00000CDD45E951B4.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/red-loquat65/photos/2025-03-03T20-05-29_image_picker_B8BE36BE-B62E-4D23-980C-9D9389815CA2-59053-00001B2852869F99.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/silver-mango29/photos/2025-02-21T20-07-52_image_picker_4D301C79-EC58-4E08-A853-C35EFCF94270-50800-0000631F80FBF19F.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/brown-snake30/photos/2025-02-19T20-19-15_image_picker_5BEEDAD9-D5DA-41D9-BD20-4E89C221095C-7770-0000062A1AE84CCC.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/white-grape44/photos/2025-02-24T10-11-45_image_picker_BAE2C099-C8C3-48C2-9501-E26E60E5ABE8-67294-000019B14FC22E39.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/silver-mango29/photos/2025-02-28T15-16-34_image_picker_09F85C3C-9F6B-41C0-9426-AD80ED879238-14353-000002B5397B690D.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-27T14-00-41_image_picker_9D8CF246-777E-4CB0-A6EC-1D29ACC43664-72250-000036FE27D59888.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/gray-bird73/photos/2025-02-21T10-34-13_image_picker_2E940750-8231-47ED-8CC1-F67DB7F0DE7A-29217-0000048CBC5B6264.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-23T14-02-41_image_picker_128FD055-D765-447F-9D88-832EE3DB9090-50389-00003387848C5D4B.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_StRagn/violet-raspberry17/photos/2025-01-28T13-18-48_image_picker_8D06BACD-BAA2-44BF-ACB6-79E80425644A-96690-00002727C738D99D.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/pink-dog22/photos/2025-03-03T14-53-43_image_picker_8D810675-8CC3-4680-9F49-ACD4D907C9BA-3511-000001722DB2965C.png,Not sure
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/silver-mango29/photos/2025-03-03T20-04-39_image_picker_B80E03C5-E7C4-4528-9B38-D2F04C311C1F-44076-000007DBED4DEE32.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_2PAFG/maroon-panda0/photos/2025-02-24T22-38-03_image_picker_1A8D1950-5DD4-465D-ADDD-74FC5065D557-2807-0000018221F73B71.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-mango48/photos/2025-02-21T13-27-44_image_picker_17C4E521-28C8-46C9-BA71-CE160FEB9E04-2505-00000219253D8790.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/fushsia-strawberry25/photos/2025-02-18T06-38-44_image_picker_2CDD643C-0201-4FC0-B9F7-C2C751194299-3967-000002953079215D.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_StRagn/aqua-blueberry13/photos/2025-02-05T10-56-07_image_picker_4E063CE7-69B1-45F2-AD62-CB6946CBB961-5062-0000020EB1B99870.png,Snapchat
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_2PAFG/red-gorilla93/photos/2025-03-04T20-37-15_image_picker_89929356-EF52-420D-B590-FDEB080A2472-7004-0000042151B02A0A.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-07T10-35-01_image_picker_17CAF67E-CDFA-4D7C-9185-A06AEDCDD95C-72399-0000276367A38068.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/navy-tamarillo35/photos/2025-02-21T10-32-36_image_picker_88A1857D-6040-4F94-879B-AE3F6C4803EA-26195-000007A9FD9B07C6.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/silver-mango29/photos/2025-02-28T15-16-34_image_picker_3F29B385-D44D-44A6-BF48-57A69F298522-14353-000002B537DE119C.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_2PAFG/maroon-camel97/photos/2025-02-21T12-15-21_image_picker_D18F4D32-7FB4-4C18-8577-FCBCB5E2700F-5967-0000056D6FFAD89C.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-19T21-29-03_image_picker_C7A6C157-E317-49C7-9CE4-9BED1B6EA910-34492-000030D6921691AB.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_StRagn/violet-raspberry17/photos/2025-02-05T19-51-57_image_picker_8FD570A4-5192-4665-B75C-97930BCE9D90-51585-00002EB6688F6C1A.png,Other
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_akalla1/aqua-bear73/photos/2025-02-03T12-43-54_scaled_Screenshot_20250203-134107_YouTube.jpg,Not sure
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_2akalla/violet-tomato42/photos/2025-02-06T09-03-02_scaled_1000006087.jpg,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_StRagn/lime-donkey2/photos/2025-01-31T20-00-40_image_picker_99DFA6BA-B2B6-4C6F-833D-49B21BE69D33-28705-0000043BEE94201D.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/white-kakapo83/photos/2025-02-21T10-32-37_image_picker_1C645BF5-E758-4978-950B-34DAB8BBDE95-17654-000004F01871E10E.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/pink-avocado19/photos/2025-03-05T23-09-30_image_picker_6BCDDB5F-FF85-4AE7-8978-781793E311F8-31538-00000A46E51DBD66.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/fushsia-strawberry25/photos/2025-02-15T19-34-02_image_picker_6C363725-7BB9-4F09-B19D-A614A823AA0D-42912-000014F7BB9945C5.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_StRagn/aqua-blueberry13/photos/2025-02-11T13-01-29_image_picker_C633BE94-5473-42AB-835E-400FE7E16981-35029-000009AA4F80608B.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/silver-banana85/photos/2025-03-07T18-01-18_image_picker_548CBFD9-F64A-4B46-8CFA-547C599C38BF-798-0000012F59500C0E.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_StRagn/lime-donkey2/photos/2025-02-04T06-51-38_image_picker_1268A164-F4C2-4744-86D4-C8D4394AEE91-65746-00000A4262B95BE3.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/silver-strawberry49/photos/2025-02-21T13-28-26_image_picker_1B7CAD7D-4322-4C07-AA58-2B51FB0EF994-7089-0000011E94D017AA.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/silver-mango29/photos/2025-03-03T20-04-39_image_picker_9D2888EF-4D3A-42C3-9D3E-9D64B974EFD5-44076-000007DBEC43EDD9.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/blue-tiger64/photos/2025-02-12T09-48-26_image_picker_74E75858-FF1F-4516-A756-64F7333F3D5B-54506-0000106801A0E4C0.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/brown-snake30/photos/2025-03-02T23-00-27_image_picker_D93A26A9-5493-43E7-B28B-B1C4AB562AE8-9345-000007E80DA85413.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-23T14-02-39_image_picker_BC04F06F-D8FB-4421-A866-B7DD4BBDC2B3-50389-000033878444E018.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-05T10-29-41_image_picker_E9744012-AA00-4D14-B1CE-00E22C7E9220-59203-000026219B8D9CCB.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-02T21-35-20_image_picker_919E7837-95A0-479C-B21E-AC500DD69093-56446-000025167A3884A6.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/red-loquat65/photos/2025-02-27T21-00-56_image_picker_448B8637-818B-4F75-AC7F-2C81704D4066-27994-0000156F7C2F1381.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_2akalla/violet-tomato42/photos/2025-02-06T09-03-03_scaled_1000006075.jpg,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/white-grape44/photos/2025-03-03T20-37-44_image_picker_ECB3C4D9-CBD8-4656-9FD1-0DBFE9650F81-18115-000021A0163970A5.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-19T21-29-06_image_picker_BEC64911-2C12-4986-9E9B-2C172702B1EF-34492-000030D69594F55A.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/fushsia-giraffe59/photos/2025-02-16T13-28-02_image_picker_2032EB3D-5F4F-4282-83B9-9ECB08A4DE40-9416-000001524C8E06C5.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-07T20-49-31_image_picker_5F6627A6-94A4-4F2B-8F73-D034850BE635-78395-0000287586EE68E3.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/gray-chocolate93/photos/2025-02-12T09-48-28_image_picker_968A5FAC-252D-475D-B94A-34EAA68BA7F4-3313-0000022F064103EA.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/pink-dog22/photos/2025-03-04T14-15-51_image_picker_21266D1C-4645-4B75-B4C5-8454E4272B66-554-0000000700A9924F.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_2PAFG/violet-pear65/photos/2025-02-22T16-30-44_image_picker_F834884C-8EDE-483A-B473-412BFB1D75D1-63010-000009F7A42503AF.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/yellow-deer77/photos/2025-02-12T09-48-20_image_picker_04F99431-8BC8-4A0D-A5BD-8FF5906A1333-40100-000005A9747A4EB6.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/pink-hamster80/photos/2025-03-03T16-15-57_image_picker_E98E321F-8A88-4874-BA88-7D45993E793F-60722-0000190DF98026ED.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_blackeb1/fushsia-strawberry25/photos/2025-02-15T19-34-01_image_picker_43B55E19-C1B5-48CA-A2B9-28ECDB832F97-42912-000014F7BBEC8720.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-23T14-02-45_image_picker_FDB86FE0-2D9E-42EB-A752-631521741DAB-50389-000033878617EF07.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/white-grape44/photos/2025-03-07T22-04-10_image_picker_266AA55B-328B-474C-B96E-2F0BECFB596C-50839-0000269074D98FB0.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-07T10-35-02_image_picker_3604ED7E-3701-4825-BF64-3799975B590A-72399-0000276366F35C5C.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-25T21-13-05_image_picker_6D94723D-B43E-40BF-BB27-EA0157A1CF5C-49705-00000691E38FD8C6.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_StRagn/navy-donkey13/photos/2025-01-28T21-04-17_image_picker_CBB14053-C126-4238-86F0-5B1B421AEE82-20894-0000070E005B4BE8.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/pink-avocado19/photos/2025-03-05T23-09-31_image_picker_8BAA9B64-4211-40B5-BA8E-470D2434B0C3-31538-00000A46EADB6BE9.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/pink-tamarind77/photos/2025-03-14T16-10-44_image_picker_9223905F-F0DA-4A1A-BC79-55E6FF70BE5F-7466-00002CCE37F8F2B1.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_StRagn/lime-donkey2/photos/2025-01-28T13-19-27_image_picker_0065A7A2-6ADC-4C9C-91B8-F8D2D2C3E910-88308-00000E87F149BD77.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG1/white-grape44/photos/2025-03-04T20-53-05_image_picker_0EA099C0-7DDA-49EE-8A7D-3AA9C2CE1C15-26830-000022F06D144459.png,TikTok
