image_filepath,social-media-channel
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/yellow-horse10/photos/2025-02-25T21-51-32_image_picker_6C7F966D-1116-4AD8-A348-AD3FA65B432F-4282-000001C49EF4FDB9.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/yellow-horse10/photos/2025-02-25T21-59-37_image_picker_2EEEEBF7-EF73-4BFD-AF0F-93B1B9EF4C10-4291-000001C7548FB741.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/yellow-horse10/photos/2025-02-25T21-51-32_image_picker_570C987D-F32D-4BD0-8489-AE5D7396FD6F-4282-000001C49F5F7D4A.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-mango48/photos/2025-02-21T13-27-45_image_picker_802F4F5D-165D-4149-B152-9EFC92E51F59-2505-000002192494E264.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-mango48/photos/2025-02-21T13-27-45_image_picker_B2CC16C1-F445-423E-A861-592406869AB5-2505-0000021924795E34.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-mango48/photos/2025-02-21T13-27-44_image_picker_17C4E521-28C8-46C9-BA71-CE160FEB9E04-2505-00000219253D8790.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-mango48/photos/2025-03-07T11-08-37_image_picker_B90C1F5A-D059-4B82-8312-BF6BB05E8714-1031-000000999321E8C9.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-mango48/photos/2025-03-05T07-32-43_image_picker_AC0CBB9E-A4B9-4F77-8080-23D06AAA71B8-1213-000002028710E76F.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-mango48/photos/2025-02-21T13-27-44_image_picker_0C19B5DE-5132-4FB8-8892-4E3715CC10FF-2505-000002192566D3A1.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/silver-strawberry49/photos/2025-02-21T13-28-25_image_picker_4989D5B1-4B1D-42CA-8577-32797E200C8E-7089-0000011E91D33374.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/silver-strawberry49/photos/2025-02-21T13-28-32_image_picker_BE0AAC76-D537-4AD4-9D11-1F86D23F6620-7089-0000011E92AB31B9.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/silver-strawberry49/photos/2025-02-21T13-28-26_image_picker_1B7CAD7D-4322-4C07-AA58-2B51FB0EF994-7089-0000011E94D017AA.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/silver-strawberry49/photos/2025-02-21T13-28-25_image_picker_48E1000F-B020-4309-B7B8-31A9CE8D79D2-7089-0000011E920F4441.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/silver-strawberry49/photos/2025-02-21T13-28-28_image_picker_24E1EBE5-BA7F-4AB5-A7EC-F0729937911D-7089-0000011E94C5C152.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/silver-strawberry49/photos/2025-02-21T13-28-26_image_picker_61D7345B-EE09-41C0-9598-9786CE49FCED-7089-0000011E925204E6.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/silver-strawberry49/photos/2025-02-21T13-28-31_image_picker_2714010A-F1BC-413B-9CBA-B76A34018695-7089-0000011E94145CAA.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/azure-dolphin14/photos/2025-03-06T13-41-20_image_picker_35EBE288-5919-407D-9461-461A97A13DA9-22204-000005C8939E589F.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-12T20-00-15_image_picker_FEFEF1A3-2695-434C-A675-6627A6010209-37633-000021ED4127515E.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-11T17-56-52_image_picker_23B7E26C-C95B-4C9B-A55D-436FD1E67D55-33289-000020760B664E20.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-12T20-00-15_image_picker_E475223E-6FB3-4D40-B8F0-EA94BCEC493D-37633-000021ED40E475ED.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-11T17-56-52_image_picker_33A200FC-2049-4503-9C25-A8F1B0DB2E10-33289-000020760B831C1B.png,Snapchat
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-02-24T14-41-18_image_picker_EEB4903D-B733-433E-B3F1-A8397E899128-11499-00000A963876683E.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-12T20-00-15_image_picker_48A09287-373E-4DAB-BB6A-54FEECEB14CE-37633-000021ED40F83933.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-12T20-00-15_image_picker_22C4D6D0-64E0-4177-9D29-015F136804EE-37633-000021ED410802D5.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-04T22-38-21_image_picker_C9CE870C-9E89-49FB-ABFA-31C469B5CDF8-23773-0000162018321EB8.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-02-28T21-35-54_image_picker_8051C30A-B128-4714-A395-FD3EA6E7CF4E-17947-000010DE27073193.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-12T20-00-15_image_picker_DBF94A78-151C-4252-8E19-4D155B765E9D-37633-000021ED411D3FD3.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-06T20-07-47_image_picker_12D393D2-88FD-419A-9060-AAB38DED4559-27573-000019389049C601.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-02-23T18-29-28_image_picker_A2E6912D-F021-456C-8EBA-EDD43B01CFA0-10355-0000092F5E646048.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-12T20-00-15_image_picker_67648D55-7370-4CBD-8BD7-10191976FAD4-37633-000021ED40DD4626.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-02-26T20-00-15_image_picker_3D04CB13-7B92-4DAD-8EBC-1F2D92DD8D21-14743-00000DB66F293F3D.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-11T17-56-52_image_picker_99B15841-F85D-4F19-95A9-A9547E41EFBC-33289-000020760B71770B.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-02-22T20-11-47_image_picker_C770E59E-6DCC-4EA9-BD8E-CCB5C975BCEE-7533-0000081B1A6CD725.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-03T20-01-15_image_picker_B4A84815-F691-4F53-88AB-846170470DC1-22376-000014A4DB983395.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-06T20-07-47_image_picker_4E899EBC-A06B-4779-B808-870D0AB4D930-27573-00001938905BB461.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-02-21T13-27-36_image_picker_BAA680D7-F4E8-44AB-96A5-1BD9F5B9CA97-6981-00000676A3694829.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-05T21-02-15_image_picker_C582CFF4-9181-4999-AD34-C147CE7EF4DF-25137-000017B828D73BC1.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-02-21T13-27-35_image_picker_DDCAB42B-5644-4653-861C-E4354FF5B1B0-6981-00000676A38D9FDF.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/white-gopher88/photos/2025-03-04T22-38-21_image_picker_A7D77DA2-24ED-4359-A25C-B5D1569DCDB9-23773-0000162018417484.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/violet-blackberry4/photos/2025-02-21T13-27-47_image_picker_5698931D-3402-4954-A404-B166BC3E60F8-1890-00000F013A652D54.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/violet-blackberry4/photos/2025-02-21T13-27-51_image_picker_4DDD21FD-35CA-4314-939D-008C45589652-1890-00000F013A82647F.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-26T19-41-46_image_picker_F0234BF6-8E4C-4DA6-BD2D-97B2DAEE751F-17351-0000023C1E0F7CB8.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-20T20-02-10_image_picker_E2FAC8E6-2F27-4861-9F0C-8609E6061F79-17611-00000F563C4CC647.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-20T20-02-10_image_picker_3D380E47-2140-4D7C-8EF4-B3D355022A8F-17611-00000F563C1A184E.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-06T20-16-27_image_picker_C7FC3F22-ECB8-4704-9EFF-F645504F994E-18597-00000242C434A074.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-25T21-13-05_image_picker_CF0227ED-A079-4AFD-B95F-C2D906519515-49705-00000691E375FF37.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-25T21-13-05_image_picker_40F67FC9-FABD-4780-92E4-C88CA461D291-49705-00000691E3440EC8.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-21T13-28-12_image_picker_B5A7569E-6FFA-4F88-B89B-A96097E4F5E5-13792-0000020846F72495.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-06T20-16-27_image_picker_56896938-E1D0-4CE4-B282-7B32AE486312-18597-00000242C448449F.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-25T21-13-06_image_picker_1FB0B98E-3C54-48FF-9253-676B54ADF6BC-49705-00000691E3F84CE8.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-06T20-16-27_image_picker_5FA96266-C1FA-4B56-B46D-CD67D3DC759B-18597-00000242C4D98F65.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-17T11-12-27_image_picker_33CC6A0D-1E98-47C0-96DE-25435D6DC01F-91725-00000B87A4F771E1.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-21T13-28-12_image_picker_A0523BCF-281C-454F-8B10-39BAD8BC541D-13792-00000208475396C3.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-26T19-41-46_image_picker_1A73DB10-E2F7-4B02-9AED-8130973A6344-17351-0000023C1DF6A9B4.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-28T22-46-30_image_picker_14F5CA3C-37A6-422D-BCDC-367F450131CE-13863-000001CD98B90D25.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-21T20-01-12_image_picker_9DA6941B-296F-46F1-BF9D-549F18312623-15797-0000023CE30A26CD.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-21T20-01-12_image_picker_CBC394F7-2E26-49AE-B504-8812482464D0-15797-0000023CE2E1BA8C.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-26T19-41-46_image_picker_B2F2A6AB-CB4A-4145-9861-0F039DA0CED0-17351-0000023C1E7A7214.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-26T22-52-12_image_picker_39D746E6-13D0-4565-83BE-4FE875BA302B-56536-0000075ABD1A5955.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-26T19-41-46_image_picker_7AC28A86-8EE6-406B-932A-8D25E0574795-17351-0000023C1E27492E.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-28T22-46-28_image_picker_3804A60B-C165-41A6-B9FD-F27902AFA980-13863-000001CD984C6F55.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-26T22-52-12_image_picker_39D746E6-13D0-4565-83BE-4FE875BA302B-56536-0000075ABD1A5955.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-26T19-41-46_image_picker_7AC28A86-8EE6-406B-932A-8D25E0574795-17351-0000023C1E27492E.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-28T22-46-28_image_picker_3804A60B-C165-41A6-B9FD-F27902AFA980-13863-000001CD984C6F55.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-21T13-28-13_image_picker_3D31A984-F74F-4C38-8AF9-9AEBB8349F92-13792-00000208465555B6.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-20T20-02-10_image_picker_F1088AED-EA65-4A25-BBB5-C19EE7DCDD20-17611-00000F563CB41AB5.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-24T07-47-42_image_picker_9DF23E17-017B-4D91-A8EE-507F92A5280C-37123-0000052F8A2A9EC2.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-25T21-13-05_image_picker_C96306DC-661D-4D48-8480-50A95F08248E-49705-00000691E3B99FFC.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-26T19-41-46_image_picker_F306B07E-4760-4B29-B18C-EAA1C85988EA-17351-0000023C1DB16BCA.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-25T21-13-05_image_picker_C00CBE6F-D05B-4242-B323-EAD5A78315A2-49705-00000691E3214295.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-26T19-41-46_image_picker_81CBD093-08DE-4CBB-9228-279A28D657D1-17351-0000023C1DC672FF.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-20T20-02-10_image_picker_2CCDA2A7-D84F-428B-B78D-547184C1756E-17611-00000F563C81417D.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-28T22-46-29_image_picker_3B710CF0-53A3-4D27-9FC0-57890B8FA656-13863-000001CD98933134.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-22T20-05-05_image_picker_1BAC7873-CA18-4571-9D28-E230CEC0293F-22944-0000030991E2A029.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-06T20-16-26_image_picker_3AFBD113-F46C-4708-A268-338EE859A78F-18597-00000242C41F58BC.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-06T20-16-27_image_picker_EB2AFD3E-2FA3-4BF9-AA98-BF107D1B8227-18597-00000242C4F2E48B.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-21T13-28-10_image_picker_0367C3D7-2497-41B2-A73A-31EC9C6044EC-13792-0000020846B40C12.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-26T22-52-12_image_picker_1032327D-8CDC-4BAA-8ED9-7900AEF0A847-56536-0000075ABD98B8F4.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-28T22-46-29_image_picker_8B4E6C0A-A65C-4DDD-8892-2AC997E48615-13863-000001CD98651AE2.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-06T20-16-27_image_picker_F646FDD3-4A0B-4B34-8674-0E9FE23A0B93-18597-00000242C3F366D9.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-26T19-41-46_image_picker_A2319FBE-2C6C-4601-A87B-F6E38C1D064F-17351-0000023C1E492935.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-24T07-47-42_image_picker_3704A8F9-0285-4BB8-B840-9DF514F8EB5D-37123-0000052F8A64B2CD.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-25T21-13-05_image_picker_6D94723D-B43E-40BF-BB27-EA0157A1CF5C-49705-00000691E38FD8C6.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-06T20-16-26_image_picker_73E45B17-8D09-4415-AF29-79314CDF8CAC-18597-00000242C39A1C32.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-17T11-12-26_image_picker_1C302984-11BD-4148-9954-5853515DA406-91725-00000B87A7154A14.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-22T20-05-05_image_picker_B8E20024-B662-452B-B700-EF82BBB48088-22944-0000030991B5C39C.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-25T21-13-05_image_picker_C3D862BB-B715-4ECD-B3BE-B642924A1D6E-49705-00000691E3D46D8E.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-06T20-16-27_image_picker_99B5B79F-019B-4BAD-9FC0-DA321D722957-18597-00000242C477D7AB.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-21T13-28-11_image_picker_2CA4F504-0351-40E3-B7E2-BA1E3065F7E5-13792-0000020846D93643.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-26T19-42-17_image_picker_EAE2688D-FADB-4DD6-A6F7-4C57DF0EDCA1-17351-0000023C4BA3AEE5.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-26T22-52-12_image_picker_CCC9A207-F468-48DC-BCDE-AA4E4B7BD810-56536-0000075ABDAD3216.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-26T19-41-46_image_picker_626A2568-621C-462F-AEAD-8986C40C5308-17351-0000023C1E99B922.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-03-17T11-12-26_image_picker_C9CCFBC2-094F-4EB2-B9A1-4738F9064563-91725-00000B87A8CD5F56.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/lime-quince26/photos/2025-02-24T07-47-42_image_picker_82771988-003D-45B1-AB6F-7EFF13D14BCB-37123-0000052F8A3F711A.png,Instagram
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/fushsia-chicken77/photos/2025-02-21T13-27-52_image_picker_A815D1D0-628A-4EEA-B64E-B3FA95C2B89E-12412-0000051D53C5A594.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/fushsia-chicken77/photos/2025-02-21T13-27-48_image_picker_8BD5A580-A06E-435B-9BE0-B80A5AE162D7-12412-0000051D546BA0A5.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/fushsia-chicken77/photos/2025-02-21T13-27-53_image_picker_08F41A3C-8C8E-4098-BBFE-01540F4CEC7D-12412-0000051D5378802C.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/fushsia-chicken77/photos/2025-02-27T21-02-43_image_picker_D25D0343-DDE5-4E79-BFB2-9A84B93BE28D-31667-00000EADEFB2D6F9.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/fushsia-chicken77/photos/2025-02-21T13-27-54_image_picker_39778437-42A0-4CDC-AD48-8B0B25623622-12412-0000051D53D903E4.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/fushsia-chicken77/photos/2025-02-27T21-01-37_image_picker_5E7C933F-2A5A-4B3F-ACA8-01DD45697DD5-31667-00000EAD8F2F0EC3.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/fushsia-chicken77/photos/2025-02-27T21-01-37_image_picker_5E7C933F-2A5A-4B3F-ACA8-01DD45697DD5-31667-00000EAD8F2F0EC3.png,TikTok
/home/ioankots/projects/CNN/datasets/digital-ads/mobile-sense/25_PAFG3/fushsia-chicken77/photos/2025-02-28T19-05-28_image_picker_D75E2AA5-971E-4D0C-A670-52963777F7E9-36037-00000FE335955865.png,TikTok
